Date,Stock Index,Open Price,Close Price,Daily High,Daily Low,Trading Volume,GDP Growth (%),Inflation Rate (%),Unemployment Rate (%)
2003-12-24,S&P 500,3710.13,3703.1600000000003,3717.4500000000003,3702.3900000000003,468774851,6.21,4.16,13.45
2003-12-25,Dow Jones,2492.49,2474.52,2501.9399999999996,2433.68,901878412,7.75,5.95,3.85
2003-12-26,Dow Jones,4766.77,4807.4400000000005,4850.410000000001,4751.740000000001,627355153,0.31,4.2,10.76
2003-12-27,Dow Jones,1669.43,1638.55,1682.24,1631.07,941460930,3.32,1.53,7.09
2003-12-28,NASDAQ,3001.44,3012.98,3031.9900000000002,2990.12,886734770,4.23,4.69,7.2
2003-12-29,NASDAQ,3763.54,3754.11,3807.1,3730.6800000000003,540626660,-0.18,6.91,11.94
2003-12-30,Dow Jones,3788.54,3742.65,3821.7,3721.4100000000003,557469856,3.55,7.99,8.49
2003-12-31,Dow Jones,3594.56,3579.29,3611.65,3564.85,579582120,-1.45,4.93,11.43
2004-01-01,NASDAQ,2101.15,2077.67,2135.33,2069.06,344784471,-2.85,1.65,8.57
2004-01-02,NASDAQ,1624.83,1643.4399999999998,1644.4199999999998,1586.72,572888327,0.61,4.15,9.71
2004-01-03,S&P 500,3543.76,3588.6400000000003,3625.4200000000005,3494.25,836824674,6.09,7.86,11.89
2004-01-04,S&P 500,3397.21,3374.01,3421.56,3335.1200000000003,583174209,8.74,4.13,9.9
2004-01-05,NASDAQ,1717.42,1748.5700000000002,1789.2300000000002,1702.6200000000001,107729248,1.87,6.97,10.0
2004-01-06,Dow Jones,3820.56,3776.1,3868.29,3763.86,829737355,4.64,5.07,12.26
2004-01-07,Dow Jones,2820.69,2824.5,2870.79,2809.81,601423884,-3.45,2.41,14.34
2004-01-08,Dow Jones,3671.04,3628.1,3716.5,3621.27,164824777,8.57,7.96,6.9
2004-01-09,Dow Jones,4349.47,4392.87,4418.48,4321.900000000001,102617488,3.53,0.84,9.5
2004-01-10,S&P 500,1678.91,1705.5500000000002,1723.5600000000002,1648.64,376068221,6.71,5.25,3.12
2004-01-11,NASDAQ,1076.58,1092.37,1115.62,1041.3,159945066,6.92,2.09,6.66
2004-01-12,Dow Jones,4116.41,4148.8,4183.29,4082.3999999999996,757263620,-1.15,0.67,7.36
2004-01-13,S&P 500,3438.79,3453.54,3497.74,3424.17,254060984,2.94,5.03,12.86
2004-01-14,Dow Jones,3798.56,3845.45,3855.7999999999997,3782.04,884056186,9.41,5.0,8.67
2004-01-15,NASDAQ,4352.62,4374.0199999999995,4419.929999999999,4318.54,879354696,-3.66,7.07,11.5
2004-01-16,S&P 500,4211.24,4253.71,4294.47,4193.7699999999995,487764876,5.25,7.45,2.25
2004-01-17,NASDAQ,4843.68,4845.39,4894.33,4833.05,922049275,9.43,7.28,8.04
2004-01-18,NASDAQ,3143.74,3105.45,3187.75,3086.73,557487742,-0.49,4.1,13.72
2004-01-19,S&P 500,2953.98,2956.8,2970.8,2940.38,655684979,7.92,6.32,4.92
2004-01-20,S&P 500,2607.55,2570.2400000000002,2612.8500000000004,2565.82,747628374,9.0,5.77,2.41
2004-01-21,S&P 500,1614.76,1624.01,1629.62,1573.25,808384605,6.21,4.22,7.63
2004-01-22,S&P 500,3290.43,3288.68,3304.99,3246.02,905897706,-1.53,5.97,11.16
2004-01-23,S&P 500,2108.05,2120.3100000000004,2151.0200000000004,2097.0600000000004,176490550,0.01,9.47,7.91
2004-01-24,S&P 500,4685.23,4636.23,4725.45,4632.99,374399491,-4.46,1.93,7.98
2004-01-25,S&P 500,3332.76,3302.2400000000002,3377.7200000000003,3265.3,968814676,7.47,9.06,10.71
2004-01-26,Dow Jones,3371.36,3370.4900000000002,3402.55,3359.9100000000003,172528490,7.74,0.53,5.31
2004-01-27,NASDAQ,2419.7,2464.75,2465.03,2400.0299999999997,964307720,4.49,3.08,11.77
2004-01-28,S&P 500,1207.96,1196.32,1217.28,1193.11,802801350,0.29,2.88,3.99
2004-01-29,Dow Jones,1126.98,1119.42,1131.97,1108.1100000000001,603755343,-3.85,6.26,7.14
2004-01-30,Dow Jones,2693.34,2714.81,2732.98,2653.69,672732246,6.3,1.31,10.53
2004-01-31,Dow Jones,1338.26,1348.64,1373.71,1298.04,686755833,5.9,8.82,12.77
2004-02-01,NASDAQ,3427.39,3407.2799999999997,3429.56,3396.93,991248022,8.69,8.29,12.29
2004-02-02,S&P 500,4523.89,4514.97,4541.31,4498.17,969747038,5.96,6.52,11.38
2004-02-03,Dow Jones,4531.66,4503.43,4540.62,4496.72,926385848,7.43,4.58,6.67
2004-02-04,NASDAQ,3636.18,3682.7799999999997,3715.1299999999997,3632.47,813646468,6.19,9.33,3.59
2004-02-05,NASDAQ,1844.93,1807.99,1868.14,1758.38,255611077,4.46,8.31,4.82
2004-02-06,NASDAQ,4451.99,4439.17,4476.76,4406.39,503086514,1.4,4.99,13.24
2004-02-07,Dow Jones,4544.37,4496.95,4565.75,4469.849999999999,818540032,8.53,7.02,13.15
2004-02-08,S&P 500,1786.61,1758.79,1834.4099999999999,1720.52,127182202,4.76,5.67,14.37
2004-02-09,Dow Jones,3949.7,3977.75,3988.49,3907.7,604897327,0.98,5.88,2.99
2004-02-10,Dow Jones,2146.08,2116.2,2171.91,2075.8599999999997,287751643,-3.75,3.31,8.98
2004-02-11,S&P 500,4210.56,4168.570000000001,4247.360000000001,4167.740000000001,306702033,-0.64,4.62,10.43
2004-02-12,S&P 500,4988.95,4986.4,5016.79,4977.0599999999995,987964951,3.16,0.78,11.24
2004-02-13,S&P 500,1120.1,1071.1,1166.55,1038.35,248840076,-0.87,3.57,10.37
2004-02-14,NASDAQ,4589.46,4547.94,4608.36,4529.15,163755040,-1.68,6.96,12.01
2004-02-15,S&P 500,3490.52,3521.28,3544.46,3441.4,174076361,2.91,9.53,6.67
2004-02-16,Dow Jones,4893.53,4920.679999999999,4925.11,4860.259999999999,509046598,-2.45,9.63,4.33
2004-02-17,S&P 500,2860.04,2901.55,2932.0,2812.21,336243556,7.01,5.56,4.66
2004-02-18,Dow Jones,4389.55,4425.0,4439.41,4379.4800000000005,563800607,2.27,6.07,2.16
2004-02-19,NASDAQ,1249.58,1267.8999999999999,1275.9199999999998,1206.3799999999999,739682284,3.61,1.86,6.55
2004-02-20,Dow Jones,2341.12,2296.35,2368.35,2280.2799999999997,401189525,-2.79,6.95,3.19
2004-02-21,Dow Jones,1268.07,1296.35,1322.9699999999998,1218.59,949020239,-0.13,0.71,6.18
2004-02-22,S&P 500,4901.37,4935.92,4939.71,4893.49,755989783,1.15,2.85,10.17
2004-02-23,S&P 500,4267.9,4297.8099999999995,4332.719999999999,4242.08,21583027,7.12,6.68,13.63
2004-02-24,Dow Jones,4410.19,4411.04,4442.23,4370.549999999999,422007477,6.55,3.1,12.91
2004-02-25,S&P 500,4751.86,4725.15,4761.3099999999995,4703.5199999999995,547540938,-1.66,0.5,5.28
2004-02-26,NASDAQ,1340.41,1374.94,1398.41,1317.01,6327826,4.24,8.32,3.74
2004-02-27,NASDAQ,2542.39,2565.1099999999997,2601.1299999999997,2493.0699999999997,265854358,-1.35,3.1,4.51
2004-02-28,S&P 500,1284.14,1332.22,1358.69,1262.8700000000001,387948199,9.82,0.63,14.62
2004-02-29,NASDAQ,1843.17,1808.74,1862.94,1778.54,589740236,9.28,0.75,9.14
2004-03-01,S&P 500,1917.46,1890.03,1933.58,1887.3,831156966,3.45,2.52,4.37
2004-03-02,Dow Jones,2876.43,2847.6099999999997,2906.95,2805.4999999999995,670135147,5.48,1.78,12.93
2004-03-03,Dow Jones,2074.25,2103.5,2150.46,2041.84,845912667,7.02,7.74,7.14
2004-03-04,NASDAQ,1403.91,1372.6000000000001,1437.5,1352.4,188198887,5.81,3.22,13.69
2004-03-05,S&P 500,1669.96,1626.63,1673.7,1625.8200000000002,485200207,5.5,8.05,5.39
2004-03-06,S&P 500,1589.1,1638.9599999999998,1661.9899999999998,1559.52,14754929,9.38,1.74,7.11
2004-03-07,NASDAQ,4892.31,4844.79,4936.85,4844.16,73711026,3.95,4.93,8.56
2004-03-08,Dow Jones,4037.17,4070.69,4075.41,4037.11,941883967,4.54,6.88,13.6
2004-03-09,NASDAQ,4871.05,4857.59,4920.49,4826.79,95898331,7.74,6.52,13.29
2004-03-10,Dow Jones,2758.96,2793.12,2840.5699999999997,2749.51,367136667,5.05,6.01,9.47
2004-03-11,S&P 500,2113.47,2118.93,2122.8399999999997,2103.8799999999997,321472184,5.99,9.25,4.88
2004-03-12,Dow Jones,4193.17,4233.33,4280.0,4160.51,6668795,-1.49,2.29,7.24
2004-03-13,NASDAQ,2305.02,2347.64,2365.7999999999997,2302.34,285904075,0.57,4.94,14.68
2004-03-14,S&P 500,2197.53,2148.44,2239.77,2132.77,249866319,-2.79,8.84,9.9
2004-03-15,NASDAQ,1930.02,1887.56,1950.94,1880.09,191184244,2.59,0.78,12.15
2004-03-16,NASDAQ,1518.72,1493.76,1540.76,1464.75,123957749,1.84,0.56,7.85
2004-03-17,Dow Jones,2025.85,2042.78,2074.49,1992.76,317686896,9.96,2.33,8.92
2004-03-18,NASDAQ,2421.28,2460.11,2498.83,2385.2200000000003,617105123,4.17,6.33,7.58
2004-03-19,Dow Jones,3695.98,3691.97,3697.67,3679.2099999999996,909266557,6.8,2.6,11.14
2004-03-20,S&P 500,1250.26,1260.96,1290.6200000000001,1245.8,567299987,0.01,1.9,13.07
2004-03-21,Dow Jones,1842.03,1810.8799999999999,1851.37,1806.9499999999998,998361305,7.47,4.59,8.6
2004-03-22,S&P 500,4236.09,4266.59,4283.89,4214.78,34001783,4.23,6.14,8.25
2004-03-23,Dow Jones,1587.69,1634.42,1651.8200000000002,1540.4,827525017,5.45,2.49,6.42
2004-03-24,NASDAQ,2370.58,2347.44,2394.0299999999997,2336.55,604453589,-0.58,3.01,4.3
2004-03-25,Dow Jones,4458.64,4458.12,4475.35,4445.28,560142775,3.23,6.14,14.21
2004-03-26,Dow Jones,1619.7,1578.31,1625.07,1573.27,202398856,4.51,9.46,6.11
2004-03-27,S&P 500,1330.95,1336.8600000000001,1344.14,1300.67,231875716,3.84,6.75,12.41
2004-03-28,NASDAQ,2938.15,2938.4300000000003,2940.1000000000004,2904.1600000000003,780518928,8.73,7.83,11.3
2004-03-29,Dow Jones,2209.68,2174.12,2233.19,2141.97,868618992,8.47,3.67,12.28
2004-03-30,NASDAQ,3253.63,3247.84,3301.35,3204.78,863411105,9.56,2.72,14.18
2004-03-31,Dow Jones,4215.22,4198.63,4221.0,4174.31,82998337,5.01,4.54,10.1
2004-04-01,Dow Jones,1548.59,1550.77,1598.08,1541.87,730229620,9.58,8.07,13.67
2004-04-02,NASDAQ,3322.8,3331.3700000000003,3368.0400000000004,3308.3300000000004,260424374,7.49,4.56,4.18
2004-04-03,Dow Jones,3022.04,2972.89,3053.91,2939.77,82102342,-0.94,8.47,10.15
2004-04-04,NASDAQ,1576.32,1602.4199999999998,1634.6799999999998,1545.6599999999999,764220734,1.41,9.89,12.04
2004-04-05,Dow Jones,3495.99,3517.29,3558.63,3469.4399999999996,689475107,-1.42,0.72,5.53
2004-04-06,S&P 500,2094.56,2081.19,2099.91,2047.04,866862604,-4.94,0.45,11.63
2004-04-07,NASDAQ,2951.34,2906.63,2976.58,2874.76,902088147,-2.18,1.5,12.12
2004-04-08,Dow Jones,1329.09,1354.58,1389.4299999999998,1285.02,793861149,-4.94,3.84,12.81
2004-04-09,Dow Jones,2838.34,2883.86,2913.2000000000003,2809.04,55748573,5.8,1.31,6.07
2004-04-10,S&P 500,2225.85,2199.87,2267.49,2160.94,721421450,1.38,8.71,10.86
2004-04-11,NASDAQ,4289.52,4271.870000000001,4293.13,4259.430000000001,777135006,-0.31,0.23,5.96
2004-04-12,Dow Jones,1227.91,1196.2900000000002,1262.45,1162.38,44832825,6.43,3.16,11.61
2004-04-13,S&P 500,2674.43,2682.12,2708.8199999999997,2629.3199999999997,751918842,7.49,1.85,8.02
2004-04-14,Dow Jones,2833.73,2799.21,2852.69,2779.92,277608449,9.63,9.32,9.77
2004-04-15,NASDAQ,3900.02,3885.64,3917.03,3846.68,381473839,4.63,6.69,7.41
2004-04-16,Dow Jones,3297.15,3316.85,3347.89,3260.9100000000003,587992130,1.92,9.12,4.11
2004-04-17,Dow Jones,3668.85,3674.86,3719.4100000000003,3665.87,963812599,-0.42,9.72,4.31
2004-04-18,Dow Jones,4108.2,4096.849999999999,4133.01,4067.7699999999995,712059278,-1.67,4.97,3.01
2004-04-19,Dow Jones,4448.81,4440.830000000001,4490.05,4434.320000000001,469623632,-1.81,2.34,10.03
2004-04-20,S&P 500,2255.5,2261.71,2281.82,2207.13,633736623,1.14,1.94,13.03
2004-04-21,S&P 500,3152.09,3102.6800000000003,3157.21,3062.11,990452339,9.88,2.23,2.27
2004-04-22,NASDAQ,4360.43,4318.280000000001,4363.51,4312.790000000001,342044591,-4.99,7.09,2.86
2004-04-23,S&P 500,4957.8,4995.93,4998.5,4951.71,623155908,-2.04,0.4,7.95
2004-04-24,S&P 500,4558.08,4515.87,4577.09,4486.15,207892001,-2.17,0.51,11.59
2004-04-25,NASDAQ,2485.87,2506.5499999999997,2523.41,2468.63,788283168,5.76,6.08,4.05
2004-04-26,S&P 500,1780.67,1822.67,1858.5700000000002,1778.92,158251893,0.29,6.42,5.53
2004-04-27,S&P 500,2957.57,2934.6400000000003,2994.71,2907.5600000000004,609990780,1.86,6.65,5.02
2004-04-28,NASDAQ,3966.57,3953.6200000000003,3969.11,3934.2300000000005,492777900,-2.77,3.72,7.19
2004-04-29,NASDAQ,2970.28,2977.17,2988.23,2965.23,282524239,1.07,8.06,4.92
2004-04-30,NASDAQ,2932.72,2970.89,2984.6,2892.62,926503682,-3.45,5.34,6.58
2004-05-01,Dow Jones,4352.92,4397.11,4424.49,4307.17,404101434,3.0,1.05,11.47
2004-05-02,Dow Jones,2445.62,2469.58,2476.81,2407.79,403421178,-3.53,7.97,9.94
2004-05-03,NASDAQ,4439.18,4397.84,4445.88,4356.72,642669422,6.86,9.53,3.06
2004-05-04,NASDAQ,2627.22,2644.14,2691.33,2616.3999999999996,289609327,3.5,0.6,10.29
2004-05-05,NASDAQ,2312.93,2303.96,2353.14,2290.78,368388394,5.86,3.91,8.2
2004-05-06,Dow Jones,2815.96,2813.03,2824.9900000000002,2802.6000000000004,922449592,1.28,4.88,14.15
2004-05-07,Dow Jones,4049.79,4004.7,4070.12,3966.45,988301362,0.72,1.46,5.76
2004-05-08,S&P 500,1504.01,1473.12,1521.79,1425.7199999999998,873473407,-3.53,8.68,11.44
2004-05-09,S&P 500,1785.68,1814.73,1854.28,1749.8400000000001,451825684,2.86,2.84,11.5
2004-05-10,NASDAQ,4805.78,4801.179999999999,4831.29,4757.11,843412072,2.72,7.83,4.88
2004-05-11,Dow Jones,1701.97,1682.14,1708.3600000000001,1650.21,613795847,2.02,6.71,13.74
2004-05-12,Dow Jones,3270.91,3259.31,3307.8599999999997,3239.93,938695765,6.11,5.98,8.39
2004-05-13,Dow Jones,3317.26,3352.7000000000003,3372.5400000000004,3295.9700000000003,10367922,7.49,1.92,10.83
2004-05-14,NASDAQ,2958.5,2983.4,2996.55,2954.73,481298165,6.26,2.21,3.9
2004-05-15,S&P 500,3578.98,3556.21,3597.75,3554.64,627055684,-2.84,0.47,5.35
2004-05-16,NASDAQ,1919.31,1881.06,1944.2,1846.29,18343120,4.33,2.41,9.62
2004-05-17,S&P 500,3210.65,3185.85,3227.81,3163.93,901132708,-3.8,3.45,6.15
2004-05-18,S&P 500,2488.69,2530.77,2542.87,2461.08,788923533,5.42,8.33,8.5
2004-05-19,NASDAQ,3646.67,3654.83,3674.7599999999998,3618.79,719721254,0.73,3.66,6.86
2004-05-20,S&P 500,1564.89,1568.24,1569.2,1551.0200000000002,378672488,-3.01,7.55,10.33
2004-05-21,S&P 500,3283.51,3293.15,3331.77,3259.7200000000003,483829659,7.93,4.39,8.33
2004-05-22,Dow Jones,1741.08,1727.6799999999998,1749.6299999999999,1704.1399999999999,397669406,4.21,7.85,2.06
2004-05-23,S&P 500,2114.57,2145.28,2147.48,2095.15,915568400,0.32,9.76,10.45
2004-05-24,NASDAQ,1874.84,1877.1699999999998,1909.85,1833.81,149437666,-4.54,2.4,7.49
2004-05-25,NASDAQ,1731.35,1693.02,1770.05,1670.46,604762343,3.06,8.62,6.44
2004-05-26,S&P 500,4302.84,4265.75,4343.53,4235.57,325163861,8.85,6.22,3.22
2004-05-27,Dow Jones,2142.83,2146.52,2171.2,2098.0499999999997,293386540,3.95,8.17,4.86
2004-05-28,Dow Jones,4708.5,4752.16,4762.43,4665.19,530288879,9.57,6.52,4.91
2004-05-29,S&P 500,4879.71,4860.55,4916.57,4816.03,650013300,-2.95,4.24,14.16
2004-05-30,S&P 500,3285.04,3321.99,3356.9799999999996,3271.54,817949084,3.52,2.28,7.62
2004-05-31,NASDAQ,1572.0,1598.41,1610.72,1570.25,171587145,6.97,0.7,2.55
2004-06-01,S&P 500,2498.19,2472.9700000000003,2543.36,2459.92,997294289,2.88,5.36,3.8
2004-06-02,Dow Jones,4190.93,4144.56,4196.150000000001,4130.620000000001,184984875,-3.63,9.9,3.03
2004-06-03,S&P 500,2469.56,2429.74,2518.69,2384.27,746578959,3.74,7.38,9.66
2004-06-04,NASDAQ,1348.07,1370.9199999999998,1413.9299999999998,1315.61,756016433,4.18,3.27,4.43
2004-06-05,NASDAQ,3227.14,3197.1099999999997,3261.5299999999997,3193.0199999999995,708338822,5.93,8.27,8.48
2004-06-06,NASDAQ,4380.48,4367.61,4427.419999999999,4360.839999999999,284904157,6.42,7.69,6.81
2004-06-07,NASDAQ,4183.71,4183.88,4220.0,4175.93,533992018,6.56,2.82,12.45
2004-06-08,NASDAQ,1700.49,1723.04,1732.56,1668.97,58290806,4.95,0.14,6.17
2004-06-09,S&P 500,3691.06,3652.38,3713.17,3615.61,730747387,-1.76,1.18,7.96
2004-06-10,S&P 500,1882.02,1872.66,1885.6,1829.68,96090390,1.06,8.77,11.38
2004-06-11,S&P 500,1872.83,1871.34,1892.31,1824.31,835224071,6.64,8.37,7.63
2004-06-12,S&P 500,4496.29,4500.37,4537.45,4486.2,114922768,9.3,2.95,12.31
2004-06-13,NASDAQ,1998.68,2030.52,2049.84,1983.19,712072788,-3.82,2.85,10.6
2004-06-14,Dow Jones,2052.99,2020.1599999999999,2069.5,2008.1399999999999,2436953,3.03,7.93,7.34
2004-06-15,S&P 500,1002.61,1033.39,1063.16,984.67,577981752,-0.31,9.38,8.55
2004-06-16,Dow Jones,4482.68,4501.97,4545.58,4436.950000000001,492009563,-1.62,7.79,14.57
2004-06-17,S&P 500,4170.38,4175.97,4178.35,4141.62,575488486,2.59,6.06,10.6
2004-06-18,S&P 500,3509.32,3529.27,3548.54,3472.4100000000003,105005024,4.09,2.43,13.76
2004-06-19,Dow Jones,4001.06,3992.2599999999998,4008.97,3967.7499999999995,857161063,-4.85,5.26,4.32
2004-06-20,NASDAQ,1608.19,1572.03,1642.96,1570.59,460684562,6.7,2.34,8.28
2004-06-21,S&P 500,2833.29,2849.87,2855.16,2830.08,311917404,7.3,8.08,13.81
2004-06-22,S&P 500,2404.88,2407.35,2440.5899999999997,2377.98,98439251,9.48,3.87,6.19
2004-06-23,S&P 500,1375.11,1389.05,1403.36,1339.1699999999998,702036051,-2.29,8.34,14.58
2004-06-24,Dow Jones,2944.52,2928.32,2954.47,2917.55,778484798,3.92,3.82,3.26
2004-06-25,NASDAQ,4682.96,4723.65,4770.469999999999,4646.86,62378377,1.4,8.24,13.73
2004-06-26,Dow Jones,1160.24,1168.98,1169.91,1119.71,800865853,0.02,3.33,7.79
2004-06-27,Dow Jones,2165.84,2124.38,2187.73,2103.79,999720907,3.48,4.4,2.96
2004-06-28,NASDAQ,1830.16,1825.14,1831.24,1787.8200000000002,147868343,6.74,6.15,13.43
2004-06-29,Dow Jones,1952.59,1978.23,2002.41,1932.3899999999999,414861984,-4.65,0.7,5.28
2004-06-30,NASDAQ,4633.74,4663.15,4688.2,4599.82,296635063,9.54,9.48,2.29
2004-07-01,S&P 500,2872.28,2871.7400000000002,2888.36,2833.5400000000004,405465176,7.15,5.74,3.77
2004-07-02,NASDAQ,2865.2,2904.6699999999996,2911.2799999999997,2815.6,861136600,6.27,5.08,10.57
2004-07-03,S&P 500,4042.3,4019.07,4061.1200000000003,4001.8,136488756,6.41,8.39,14.71
2004-07-04,Dow Jones,1617.97,1609.03,1651.58,1588.48,341252419,0.84,8.66,3.45
2004-07-05,Dow Jones,2949.06,2988.92,3028.04,2940.7799999999997,317501507,6.27,5.22,8.01
2004-07-06,S&P 500,2719.94,2759.57,2786.11,2709.7400000000002,931437512,0.8,9.27,4.35
2004-07-07,Dow Jones,3387.64,3406.21,3435.7,3352.97,823166670,8.48,0.65,11.69
2004-07-08,NASDAQ,4998.23,5034.129999999999,5044.159999999999,4952.379999999999,730452023,-2.34,1.13,3.53
2004-07-09,S&P 500,4077.8,4036.6800000000003,4092.17,4016.9500000000003,601065870,-0.61,5.97,5.12
2004-07-10,Dow Jones,2591.46,2627.96,2636.05,2582.4700000000003,368325017,3.27,3.54,4.55
2004-07-11,S&P 500,4310.21,4292.27,4322.67,4278.02,805710619,-0.21,4.64,9.18
2004-07-12,NASDAQ,1682.83,1650.6599999999999,1694.07,1627.9099999999999,510725510,1.36,3.28,13.35
2004-07-13,NASDAQ,1121.85,1095.79,1147.82,1081.26,324600543,2.39,4.05,8.64
2004-07-14,Dow Jones,1817.79,1809.59,1845.92,1797.9099999999999,124837515,7.85,8.23,2.76
2004-07-15,NASDAQ,2361.65,2336.77,2408.9,2299.97,845556898,2.85,5.93,9.32
2004-07-16,S&P 500,3042.32,3024.38,3052.1000000000004,3023.9900000000002,875466995,0.44,9.97,12.37
2004-07-17,NASDAQ,3460.52,3424.02,3492.6,3397.06,733443262,-1.28,7.87,3.72
2004-07-18,S&P 500,4642.42,4622.04,4683.28,4582.35,133875295,1.13,2.74,2.95
2004-07-19,S&P 500,3039.42,3046.65,3074.6600000000003,3026.11,793132360,2.74,2.64,4.44
2004-07-20,NASDAQ,3005.1,2999.29,3017.85,2969.13,278332301,6.19,3.36,11.7
2004-07-21,Dow Jones,1200.97,1185.64,1214.1000000000001,1152.19,936841292,-3.18,8.43,9.69
2004-07-22,NASDAQ,1139.65,1164.3000000000002,1166.2600000000002,1106.9,319070199,-1.68,0.27,9.03
2004-07-23,S&P 500,3204.64,3243.99,3259.2599999999998,3182.35,399828411,0.69,2.3,5.24
2004-07-24,S&P 500,2752.71,2778.39,2815.62,2735.38,996388331,0.41,9.05,6.32
2004-07-25,NASDAQ,4356.72,4339.92,4359.1,4298.12,176011808,0.88,6.4,14.56
2004-07-26,Dow Jones,1642.72,1667.16,1678.1200000000001,1604.8,626963359,6.9,2.27,5.13
2004-07-27,Dow Jones,1099.89,1065.0900000000001,1135.2,1049.0300000000002,325175186,-0.14,2.19,13.72
2004-07-28,S&P 500,2796.16,2759.19,2835.29,2754.04,809190877,2.53,8.63,9.55
2004-07-29,S&P 500,1949.91,1934.47,1972.68,1930.88,295638991,4.36,8.94,3.6
2004-07-30,Dow Jones,1198.46,1229.23,1264.13,1193.75,349703115,-1.52,2.56,8.08
2004-07-31,NASDAQ,3898.39,3873.02,3917.79,3843.88,161562377,5.78,4.21,14.33
2004-08-01,S&P 500,1446.37,1402.6999999999998,1454.37,1400.12,628589057,3.21,8.35,7.44
2004-08-02,S&P 500,3433.28,3396.4500000000003,3453.19,3379.6000000000004,688745553,1.7,7.71,13.22
2004-08-03,Dow Jones,2124.2,2160.0699999999997,2189.0699999999997,2086.54,371315148,7.15,8.14,5.33
2004-08-04,NASDAQ,1693.98,1707.3600000000001,1754.7600000000002,1679.26,34201244,-1.35,5.18,9.42
2004-08-05,Dow Jones,2519.01,2494.3300000000004,2522.4500000000003,2456.1600000000003,727941463,8.25,9.12,12.97
2004-08-06,NASDAQ,4205.78,4211.3099999999995,4236.679999999999,4168.509999999999,744516517,3.42,3.26,13.97
2004-08-07,NASDAQ,2568.37,2571.13,2587.58,2556.08,621791179,4.14,1.57,8.32
2004-08-08,NASDAQ,4003.08,4018.62,4044.04,3966.64,590343547,8.13,7.09,10.32
2004-08-09,S&P 500,1501.95,1475.27,1503.15,1437.8799999999999,298009211,7.26,5.39,2.04
2004-08-10,Dow Jones,4091.09,4127.53,4143.179999999999,4071.2200000000003,690408476,4.02,8.55,5.29
2004-08-11,Dow Jones,1947.73,1928.67,1988.72,1918.15,421695765,6.3,0.81,5.62
2004-08-12,NASDAQ,3709.57,3728.98,3756.68,3683.51,331328675,1.5,8.44,3.22
2004-08-13,S&P 500,3263.13,3214.7400000000002,3285.6600000000003,3168.67,817410624,3.21,2.93,5.64
2004-08-14,S&P 500,4716.58,4703.85,4730.86,4671.870000000001,881870954,-4.07,6.55,6.17
2004-08-15,Dow Jones,2549.29,2534.46,2564.19,2525.81,652866422,-3.65,0.4,14.59
2004-08-16,S&P 500,1264.66,1269.01,1288.17,1230.52,926497511,7.44,6.1,10.69
2004-08-17,S&P 500,1076.62,1033.8899999999999,1118.3999999999999,1012.5299999999999,126679807,-4.1,7.17,7.54
2004-08-18,NASDAQ,4307.43,4336.4400000000005,4384.8,4277.85,254090849,-2.46,3.69,14.84
2004-08-19,S&P 500,3098.94,3070.7200000000003,3120.87,3034.0200000000004,181087841,6.94,2.15,3.99
2004-08-20,NASDAQ,4100.98,4118.679999999999,4138.349999999999,4075.2299999999996,870875375,-4.98,5.38,8.19
2004-08-21,Dow Jones,1937.7,1968.02,2010.35,1897.0,195018720,-0.76,8.33,10.41
2004-08-22,S&P 500,2380.33,2386.52,2407.87,2344.22,29148419,3.76,3.24,2.72
2004-08-23,Dow Jones,1120.42,1144.51,1172.11,1089.67,118399525,3.93,2.52,11.32
2004-08-24,Dow Jones,4845.97,4862.16,4873.71,4838.43,141252317,6.66,2.79,3.3
2004-08-25,S&P 500,3671.47,3657.02,3708.6499999999996,3615.22,220023092,2.59,9.49,3.82
2004-08-26,S&P 500,4732.82,4763.71,4790.31,4686.0199999999995,298711091,2.64,3.59,4.08
2004-08-27,Dow Jones,2061.99,2041.4599999999998,2102.4399999999996,2034.61,493685677,5.88,0.04,14.08
2004-08-28,S&P 500,3445.85,3452.97,3492.0099999999998,3421.44,33503123,2.48,7.82,10.88
2004-08-29,NASDAQ,3714.0,3738.54,3749.29,3701.06,829093273,4.13,6.99,10.52
2004-08-30,NASDAQ,2270.2,2258.1,2305.98,2220.37,189542286,8.47,1.29,9.22
2004-08-31,S&P 500,4392.44,4372.719999999999,4432.44,4336.639999999999,176693382,1.02,9.85,5.81
2004-09-01,Dow Jones,4788.65,4784.58,4805.96,4777.54,744032945,0.78,6.08,10.07
2004-09-02,S&P 500,4539.42,4571.22,4579.85,4495.57,451984732,-4.95,5.01,7.33
2004-09-03,S&P 500,3956.27,3999.2599999999998,3999.39,3947.22,326710742,4.2,3.82,3.89
2004-09-04,Dow Jones,2109.86,2114.3700000000003,2136.9200000000005,2070.0,611434465,-4.55,8.99,10.96
2004-09-05,Dow Jones,2126.46,2142.61,2160.23,2103.61,137752595,2.56,2.44,3.68
2004-09-06,NASDAQ,4853.44,4893.7699999999995,4921.5199999999995,4837.03,509198030,7.06,2.86,4.48
2004-09-07,Dow Jones,1041.14,1000.9900000000001,1050.5400000000002,993.0800000000002,133170036,3.25,1.22,12.63
2004-09-08,NASDAQ,3864.2,3837.41,3907.18,3829.0299999999997,730151888,-0.96,7.59,10.58
2004-09-09,Dow Jones,3824.98,3845.87,3858.7599999999998,3791.89,489707391,6.79,5.96,10.2
